"drug","casrn.x","dtxsid","dtxcid","preferredName","hasStructureImage","smiles","isMarkush","searchName","searchValue","rank","isDuplicate","QSAR_Ready_SMILES","Canonical_SMILES","surr.pod.gen","surr.pod.repdev","pod.gen","lb.gen","ub.gen","cum_freq.gen","pod.repdev","lb.repdev","ub.repdev","cum_freq.repdev","casrn.y","Name","pod.min","pod.min.lb"
"maraviroc","376348-65-1","DTXSID8048949","DTXCID701508557","Maraviroc",1,"CC(C)C1=NN=C(C)N1[C@@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1",FALSE,"Integrated Source Name","MARAVIROC",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melatonin","73-31-4","DTXSID1022421","DTXCID002421","Melatonin",1,"COC1=CC2=C(NC=C2CCNC(C)=O)C=C1",FALSE,"Integrated Source Name","MELATONIN",16,FALSE,"CC(=O)NCCC1=CNC2C=CC(=CC1=2)OC","COc1ccc2[nH]cc(CCNC(C)=O)c2c1",NA,NA,4.394575682,0.32061601,60.23496902,0.260122664,17.19010599,1.903637575,155.228993,0.397416782,"73-31-4","Melatonin",4.394575682,0.32061601
"meloxicam","71125-38-7","DTXSID1020803","DTXCID70803","Meloxicam",1,"CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O",FALSE,"Integrated Source Name","MELOXICAM",16,FALSE,"CC1=CN=C(NC(=O)C2C(=O)C3=CC=CC=C3S(=O)(=O)N2C)S1","Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1",NA,NA,16.79924076,1.225625847,230.2615361,0.72092262,9.72440014,1.076883035,87.81265471,0.175143809,"71125-38-7","Meloxicam",9.72440014,1.076883035
"memantine hydrochloride","41100-52-1","DTXSID90961439","DTXCID501389266","3,5-Dimethyltricyclo(3.3.1.13,7)decan-1-amine hydrochloride",1,"Cl.CC12CC3CC(C)(C1)CC(N)(C3)C2",FALSE,"Synonym","MEMANTINE HYDROCHLORIDE",15,FALSE,"CC12CC3CC(N)(CC(C)(C3)C1)C2","CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl",NA,NA,7.505277386,0.547564148,102.8723098,0.475599071,11.67824819,1.293252763,105.4561681,0.249683258,"41100-52-1","3,5-Dimethyltricyclo(3.3.1.13,7)decan-1-amine hydrochloride",7.505277386,0.547564148
"mesalamine","89-57-6","DTXSID5024506","DTXCID804506","5-Aminosalicylic acid",1,"NC1=CC=C(O)C(=C1)C(O)=O",FALSE,"Integrated Source Name","MESALAMINE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methylnaltrexone bromide","73232-52-7","DTXSID30868236","DTXCID40820845","Naltrexone methobromide",1,"[Br-].[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@H](C4)[C@]1(O)CCC2=O",FALSE,"Expert Validated Synonym","METHYLNALTREXONE BROMIDE",10,FALSE,"C[N+]1(CC2CC2)CCC23C4OC5C2=C(CC1C3(O)CCC4=O)C=CC=5O","C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[Br-]",NA,NA,3.11170312,0.227021199,42.65106682,0.142904614,6.716188127,0.74375272,60.64809145,0.083760426,"73232-52-7","Naltrexone methobromide",3.11170312,0.227021199
"metoprolol tartrate","51384-51-1","DTXSID2023309","DTXCID503309","Metoprolol",1,"COCCC1=CC=C(OCC(O)CNC(C)C)C=C1",FALSE,"Synonym","METOPROLOL TARTRATE",15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"midostaurin","120685-11-2","DTXSID40923522","DTXCID201352375","4'-N-Benzoylstaurosporine",1,"[H][C@]12O[C@](C)(N3C4=CC=CC=C4C4=C5CN=C(O)C5=C5C6=CC=CC=C6N1C5=C34)[C@](C)(OC)[C@]2([H])N(C)C(=O)C1=CC=CC=C1",FALSE,"Expert Validated Synonym","MIDOSTAURIN",10,FALSE,"CN(C1C2OC(C)(N3C4=C5C(=C6C(O)=NCC6=C4C4=CC=CC=C34)C3=CC=CC=C3N52)C1(C)OC)C(=O)C1C=CC=CC=1","CO[C@]1(C)[C@H](N(C)C(=O)c2ccccc2)[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4",NA,NA,0.572685372,0.041781531,7.84960554,0.012867551,3.595289774,0.398143485,32.46595522,0.040454565,"120685-11-2","4'-N-Benzoylstaurosporine",0.572685372,0.041781531
"miglustat","72599-27-0","DTXSID6045618","DTXCID4025618","Miglustat",1,"CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO",FALSE,"Expert Validated Synonym","MIGLUSTAT",10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miltefosine","58066-85-6","DTXSID7045942","DTXCID5025942","Miltefosine",1,"CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C",FALSE,"Integrated Source Name","MILTEFOSINE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mirabegron","223673-61-8","DTXSID101021648","DTXCID401506657","Mirabegron",1,"[H]OC([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(N([H])C(=O)C([H])([H])C2=C([H])SC(=N2)N([H])[H])C([H])=C1[H]",FALSE,"Approved Name","MIRABEGRON",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"modafinil","68693-11-8","DTXSID0023329","DTXCID103329","Modafinil",1,"NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1",FALSE,"Integrated Source Name","MODAFINIL",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"montelukast sodium","151767-02-1","DTXSID8046450","DTXCID6026450","Montelukast sodium",1,"[Na+].CC(C)(O)C1=C(CC[C@@H](SCC2(CC([O-])=O)CC2)C2=CC(\C=C\C3=NC4=C(C=CC(Cl)=C4)C=C3)=CC=C2)C=CC=C1",FALSE,"Approved Name","MONTELUKAST SODIUM",9,FALSE,"CC(C)(O)C1C=CC=CC=1CCC(SCC1(CC(O)=O)CC1)C1=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=CC=C1","CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+]",NA,NA,5.914863031,0.431531943,81.07303578,0.38235382,9.305789366,1.03052595,84.03254254,0.159636537,"","Montelukast sodium",5.914863031,0.431531943
"naldemedine tosylate","1345728-04-2","DTXSID10158809","DTXCID9081300","Naldemedine tosylate",1,"CC1=CC=C(C=C1)S(O)(=O)=O.CC(C)(NC(=O)C1=C(O)[C@@H]2OC3=C(O)C=CC4=C3[C@@]22CCN(CC3CC3)[C@H](C4)[C@]2(O)C1)C1=NC(=NO1)C1=CC=CC=C1",FALSE,"Approved Name","NALDEMEDINE TOSYLATE",9,FALSE,"CC(C)(NC(=O)C1CC2(O)C3CC4C=CC(O)=C5OC(C1=O)C2(CCN3CC1CC1)C=45)C1=NC(=NO1)C1C=CC=CC=1","CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1.Cc1ccc(S(=O)(=O)O)cc1",NA,NA,32.71688008,2.386932506,448.4392581,0.86266979,48.11361029,5.328115864,434.4724391,0.703655534,"1345728-04-2","Naldemedine tosylate",32.71688008,2.386932506
"naloxegol oxalate","1354744-91-4","DTXSID50159395","DTXCID6081886","Naloxegol oxalate",1,"OC(=O)C(O)=O.COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC=C)=C(O)C=C4",FALSE,"Approved Name","NALOXEGOL OXALATE",9,FALSE,"COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3CC4C=CC(O)=C5OC1C2(CCN3CC=C)C5=4","C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5.O=C(O)C(=O)O",NA,NA,9.351247963,0.682241023,128.1744069,0.550154699,41.50031123,4.595757111,374.7534499,0.656004899,"1354744-91-4","Naloxegol oxalate",9.351247963,0.682241023
"nateglinide","105816-04-4","DTXSID9040687","DTXCID7020687","Nateglinide",1,"CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O",FALSE,"Integrated Source Name","NATEGLINIDE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nicardipine hydrochloride","54527-84-3","DTXSID9046992","DTXCID7026992","Nicardipine hydrochloride",1,"Cl.COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1",FALSE,"Integrated Source Name","NICARDIPINE HYDROCHLORIDE",16,FALSE,"COC(=O)C1C(C(C(=O)OCCN(C)CC2C=CC=CC=2)C(C)=NC=1C)C1C=C(C=CC=1)[N+]([O-])=O","COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl",NA,NA,1.302141826,0.095000643,17.84801952,0.030975962,14.73367691,1.631611871,133.0471047,0.345533383,"54527-84-3","Nicardipine hydrochloride",1.302141826,0.095000643
"nilutamide","63612-50-0","DTXSID3034165","DTXCID1014165","5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin",1,"CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F",FALSE,"Integrated Source Name","NILUTAMIDE",16,FALSE,"CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O",NA,NA,1.314776677,0.095922447,18.02120118,0.031325685,8.0998264,0.896977244,73.14253308,0.119494358,"63612-50-0","Nilutamide",1.314776677,0.095922447
"nintedanib esylate","656247-18-6","DTXSID40215873","DTXCID70138364","Nintedanib esylate",1,"CCS(O)(=O)=O.COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2",FALSE,"Approved Name","NINTEDANIB ESYLATE",9,FALSE,"CN1CCN(CC(=O)N(C)C2C=CC(=CC=2)N=C(C2C3=CC=C(C=C3NC2=O)C(=O)OC)C2C=CC=CC=2)CC1","CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1",NA,NA,25.01111926,1.824741645,342.8189893,0.813086345,140.6382722,15.57432512,1269.98271,0.953449559,"656247-18-6","Nintedanib esylate",25.01111926,1.824741645
"nitazoxanide","55981-09-4","DTXSID5033757","DTXCID3013757","Nitazoxanide",1,"CC(=O)OC1=C(C=CC=C1)C(=O)NC1=NC=C(S1)[N+]([O-])=O",FALSE,"Integrated Source Name","NITAZOXANIDE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nomifensine","24526-64-5","DTXSID0023377","DTXCID803377","Nomifensine",1,"CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1",FALSE,"Integrated Source Name","NOMIFENSINE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"obeticholic acid","459789-99-2","DTXSID20196671","DTXCID60119162","Obeticholic acid",1,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O",FALSE,"Approved Name","OBETICHOLIC ACID",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olaparib","763113-22-0","DTXSID60917988","DTXCID001346944","Olaparib",1,"FC1=C(C=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1)C(=O)N1CCN(CC1)C(=O)C1CC1",FALSE,"Approved Name","OLAPARIB",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olmesartan medoxomil","144689-63-4","DTXSID9045924","DTXCID7025924","Olmesartan medoxomil",1,"CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O",FALSE,"Approved Name","OLMESARTAN MEDOXOMIL",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"omega-3-acid ethyl esters","861006-80-6","DTXSID401006607",NA,"Lovaza",0,NA,TRUE,"Expert Validated Synonym","OMEGA 3 ACID ETHYL ESTERS",10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orlistat","96829-58-2","DTXSID8023395","DTXCID40820067","Orlistat",1,"CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O",FALSE,"Expert Validated Synonym","ORLISTAT",10,FALSE,"CC(C)CC(NC=O)C(=O)OC(CC1OC(=O)C1CCCCCC)CCCCCCCCCCC","CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O",NA,NA,16.05267715,1.171158643,220.02864,0.708907596,117.4955282,13.0114906,1061.000586,0.932396508,"96829-58-2","Orlistat",16.05267715,1.171158643
"oseltamivir phosphate","204255-11-8","DTXSID0044230","DTXCID8024230","Oseltamivir phosphate",1,"OP(O)(O)=O.CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1",FALSE,"Approved Name","OSELTAMIVIR PHOSPHATE",9,FALSE,"CC(=O)NC1C(N)CC(=CC1OC(CC)CC)C(=O)OCC","CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O",NA,NA,48.38452802,3.53000049,663.1904324,0.919587452,76.70907815,8.494786689,692.6933997,0.851298205,"204255-11-8","Oseltamivir phosphate",48.38452802,3.53000049
"osimertinib mesylate","1421373-66-1","DTXSID101027822","DTXCID601513393","Osimertinib mesylate",1,"CS(O)(=O)=O.COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=CC=CC=C23)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C",FALSE,"Approved Name","OSIMERTINIB MESYLATE",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxcarbazepine","28721-07-5","DTXSID0045703","DTXCID8025703","Oxcarbazepine",1,"NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12",FALSE,"Integrated Source Name","OXCARBAZEPINE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paliperidone","144598-75-4","DTXSID7049059","DTXCID30210372","Paliperidone",1,"CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCC(O)C2=N1",FALSE,"Synonym","PALIPERIDONE",15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pazopanib hydrochloride","635702-64-6","DTXSID70212956","DTXCID00135447","Pazopanib hydrochloride",1,"Cl.CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=NC(NC2=CC(=C(C)C=C2)S(N)(=O)=O)=NC=C1",FALSE,"Approved Name","PAZOPANIB HYDROCHLORIDE",9,FALSE,"CC1C=CC(=CC=1S(N)(=O)=O)NC1N=C(C=CN=1)N(C)C1=CC2=NN(C)C(C)=C2C=C1","Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl",NA,NA,35.90605612,2.619605913,492.1522201,0.877924415,156.0702033,17.28326187,1409.335144,0.964792519,"635702-64-6","Pazopanib hydrochloride",35.90605612,2.619605913
"perampanel","380917-97-5","DTXSID80191501","DTXCID50113992","Perampanel",1,"O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=CC=CC=N1)C1=CC=CC=C1",FALSE,"Approved Name","PERAMPANEL",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pimavanserin tartrate","706782-28-7","DTXSID50220958","DTXCID80143449","Pimavanserin tartrate",1,"O[C@H]([C@@H](O)C(O)=O)C(O)=O.CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1.CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1",FALSE,"Approved Name","PIMAVANSERIN TARTRATE",9,FALSE,"CN1CCC(CC1)N(CC1C=CC(F)=CC=1)C(=O)NCC1C=CC(=CC=1)OCC(C)C","CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1.CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O",NA,NA,5.05611071,0.368879764,69.30240689,0.316725452,15.00447553,1.661600193,135.492453,0.352201759,"706782-28-7","Pimavanserin tartrate",5.05611071,0.368879764
"pimozide","2062-78-4","DTXSID8023474","DTXCID803474","1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2H-Benzimidazol-2-one",1,"FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1",FALSE,"Integrated Source Name","PIMOZIDE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pioglitazone hydrochloride","112529-15-4","DTXSID3044203","DTXCID1024203","Pioglitazone hydrochloride",1,"Cl.CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1",FALSE,"Integrated Source Name","PIOGLITAZONE HYDROCHLORIDE",16,FALSE,"CCC1=CN=C(CCOC2C=CC(CC3SC(=O)NC3=O)=CC=2)C=C1","CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl",NA,NA,12.81917299,0.935251181,175.7080875,0.646184041,16.15130282,1.788600195,145.8484592,0.37728222,"112529-15-4","Pioglitazone hydrochloride",12.81917299,0.935251181
"pirfenidone","53179-13-8","DTXSID4045183","DTXCID2025183","5-methyl-1-phenyl-2(1H)-Pyridone",1,"CC1=CN(C(=O)C=C1)C1=CC=CC=C1",FALSE,"Synonym","PIRFENIDONE",15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pitavastatin calcium","147526-32-7","DTXSID4046448","DTXCID40819916","Pitavastatin calcium",1,"[Ca++].O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O.O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O",FALSE,"Integrated Source Name","PITAVASTATIN CALCIUM",16,FALSE,"OC(=O)CC(O)CC(O)C=CC1C(=C2C=CC=CC2=NC=1C1CC1)C1C=CC(F)=CC=1","O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2]",NA,NA,11.82622292,0.862808307,162.0980552,0.622460155,9.745512979,1.079221077,88.00330651,0.175915439,"147526-32-7","Pitavastatin calcium",9.745512979,0.862808307
"plecanatide","467426-54-6","DTXSID60196933","DTXCID00119424","Plecanatide",1,"CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(O)=O",FALSE,"Approved Name","PLECANATIDE",9,FALSE,"CC(O)C1NC(=O)C2CSSCC(NC(=O)C(CCC(O)=O)NC(=O)C(CC(O)=O)NC(=O)C(N)CC(N)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC(C)C)C(=O)NC(CSSCC(NC(=O)CNC1=O)C(=O)NC(CC(C)C)C(O)=O)C(=O)NC(C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2","CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O",NA,NA,72.90186748,5.318717336,999.2413483,0.963249259,190.2160188,21.06457988,1717.676498,0.983098816,"467426-54-6","Plecanatide",72.90186748,5.318717336
"ponesimod","854107-55-4","DTXSID50234631","DTXCID80157122","Ponesimod",1,"CCC\N=C1/S\C(=C/C2=CC(Cl)=C(OC[C@H](O)CO)C=C2)C(=O)N1C1=CC=CC=C1C",FALSE,"Approved Name","PONESIMOD",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pramipexole dihydrochloride","104632-25-9","DTXSID90146623","DTXCID1069114","Pramipexole dihydrochloride",1,"Cl.Cl.CCCN[C@H]1CCC2=C(C1)SC(N)=N2",FALSE,"Approved Name","PRAMIPEXOLE DIHYDROCHLORIDE",9,FALSE,"CCCNC1CC2SC(N)=NC=2CC1","CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl",NA,NA,4.202208887,0.306581464,57.59826215,0.242739834,10.46392405,1.158778138,94.49065611,0.203582105,"104632-25-9","Pramipexole dihydrochloride",4.202208887,0.306581464
"pravastatin sodium","81131-70-6","DTXSID6047525","DTXCID4027525","Pravastatin sodium",1,"[Na+].CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12",FALSE,"Integrated Source Name","PRAVASTATIN SODIUM",16,FALSE,"CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C21","CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+]",NA,NA,41.52357261,3.029444281,569.149627,0.899470313,113.6699483,12.58784471,1026.455079,0.928014397,"81131-70-6","Pravastatin sodium",41.52357261,3.029444281
"prednisone","53-03-2","DTXSID4021185","DTXCID701185","Prednisone",1,"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO",FALSE,"Integrated Source Name","PREDNISONE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pregabalin","148553-50-8","DTXSID1045950","DTXCID9025950","Pregabalin",1,"CC(C)C[C@H](CN)CC(O)=O",FALSE,"Integrated Source Name","PREGABALIN",16,FALSE,"CC(C)CC(CC(O)=O)CN","CC(C)C[C@H](CN)CC(=O)O",NA,NA,36.59495579,2.669866116,501.5947359,0.880959908,65.1770565,7.217727096,588.5576771,0.804533699,"148553-50-8","Pregabalin",36.59495579,2.669866116
"pretomanid","187235-37-6","DTXSID8041163","DTXCID6021163","Pretomanid",1,"[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1",FALSE,"Approved Name","PRETOMANID",9,FALSE,"[O-][N+](=O)C1=CN2CC(COC2=N1)OCC1C=CC(=CC=1)OC(F)(F)F","O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2",NA,NA,3.953774264,0.288456365,54.19305242,0.219989197,11.27478287,1.248572891,101.8128215,0.234423655,"","PA-824",3.953774264,0.288456365
"progesterone","57-83-0","DTXSID3022370","DTXCID902370","Progesterone",1,"[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",FALSE,"Integrated Source Name","PROGESTERONE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetiapine fumarate","111974-72-2","DTXSID3044201","DTXCID1024201","Quetiapine fumarate",1,"OC(=O)\C=C\C(O)=O.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2",FALSE,"Integrated Source Name","QUETIAPINE FUMARATE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rabeprazole sodium","117976-90-6","DTXSID3044205","DTXCID1024205","Rabeprazole sodium",1,"[Na+].COCCCOC1=CC=NC(CS(=O)C2=NC3=C([N-]2)C=CC=C3)=C1C",FALSE,"Integrated Source Name","RABEPRAZOLE SODIUM",16,FALSE,"CC1C(CS(=O)C2NC3=CC=CC=C3N=2)=NC=CC=1OCCCOC","COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+]",NA,NA,9.321489916,0.680069959,127.7665233,0.549090597,17.80121626,1.971312112,160.7474018,0.408187242,"117976-90-6","Rabeprazole sodium",9.321489916,0.680069959
