Molecule ChEMBL ID,Parent Molecule ChEMBL ID,Parent Molecule Name,Warning Type,Warning Class,Description,Country/Year,EFO ID,EFO Term,EFO ID for Warning Class,References
CHEMBL2107239,CHEMBL2107239,IOXITALAMIC ACID,Withdrawn,vascular toxicity,"Severe adverse reactions including hypotension, arrhythmias, pulmonary oedema and renal disorders",Germany: 1998,EFO:0005251,hypotension,EFO:0011062,Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3
CHEMBL917,CHEMBL917,FLOXURIDINE,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL418995,CHEMBL418995,AMINEPTINE,Withdrawn,misuse,Potential for abuse and risk of dependence; Follows the decision taken by France to suspend amineptine on the basis of abuse and dependency potential,"Thailand: 1999,United Arab Emirates: 1999,Vietnam: 1999,France: 1999",MONDO:0004938,substance dependence,EFO:0011049,Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3|Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3
CHEMBL1374379,CHEMBL1374379,BENZONATATE,Black Box Warning,immune system toxicity,None,United States: None,None,None,EFO:0011053,Type: DailyMed RefID: 19f1e761-69e9-4330-ad3c-1f1180d70cb0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19f1e761-69e9-4330-ad3c-1f1180d70cb0|Type: DailyMed RefID: ce5efbad-a90f-4ac2-b904-6daf5246f7ff URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce5efbad-a90f-4ac2-b904-6daf5246f7ff|Type: FDA RefID: b2e90320-f57a-50eb-e053-2a95a90af81f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b2e90320-f57a-50eb-e053-2a95a90af81f|Type: FDA RefID: 963c656f-ea2c-4843-bc65-e9106ee00506 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=963c656f-ea2c-4843-bc65-e9106ee00506
CHEMBL1729,CHEMBL1729,CISAPRIDE,Withdrawn,cardiotoxicity,"Serious cardiac arrhythmias (e.g. ventricular tachycardia, torsades de pointes, and ventricular fibrillation) and sudden cardiac deaths","Bhutan: 2000,Philippines: 2000,United States: 2000,United Kingdom: 2000,Mauritius: 2000,Oman: 2000,Armenia: 2000,Canada: 2000,Brunei: 2000",EFO:0005307,torsades de pointes,EFO:1001482,Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2000/14309a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2000/14309a-eng.php|Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2000/14309a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2000/14309a-eng.php|Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2000/14309a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2000/14309a-eng.php|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3
CHEMBL1200826,CHEMBL1200826,LITHIUM CARBONATE,Black Box Warning,misuse,None,United States: None,None,None,EFO:0011049,Type: DailyMed RefID: d3291474-8ef2-4cd8-aecc-2f550fd6a299 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3291474-8ef2-4cd8-aecc-2f550fd6a299|Type: DailyMed RefID: 1f0f9fde-63d7-4cc6-a5f2-e39881382c85 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1f0f9fde-63d7-4cc6-a5f2-e39881382c85|Type: DailyMed RefID: 3c996da2-c606-4043-9992-5bfb7f9b97a7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c996da2-c606-4043-9992-5bfb7f9b97a7|Type: FDA RefID: c2635909-7ab2-4c05-9a42-2819702dba63 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c2635909-7ab2-4c05-9a42-2819702dba63|Type: FDA RefID: 93705a7e-c7c7-4a4c-8d53-52a0c154adc9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93705a7e-c7c7-4a4c-8d53-52a0c154adc9|Type: FDA RefID: fd47aa6d-8a14-4827-b52f-ef146663c923 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fd47aa6d-8a14-4827-b52f-ef146663c923
CHEMBL404108,CHEMBL404108,LUMIRACOXIB,Withdrawn,hepatotoxicity,Serious liver-related adverse events,"European Union: 2007,Canada: 2007,Australia: 2007",EFO:0004228,drug-induced liver injury,EFO:0011052,Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2007/13168a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2007/13168a-eng.php|Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2007/13168a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2007/13168a-eng.php
CHEMBL1201082,CHEMBL41,FLUOXETINE,Black Box Warning,psychiatric toxicity,None,United States: None,None,None,EFO:0011059,Type: DailyMed RefID: 1a2a5194-b793-4c62-a177-040dad38526b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a2a5194-b793-4c62-a177-040dad38526b|Type: DailyMed RefID: 53ac797d-8792-4a8c-9708-d1de3d377e8f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53ac797d-8792-4a8c-9708-d1de3d377e8f|Type: DailyMed RefID: 70e115cc-6e9b-4b96-a1a9-779ed51ad0a7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=70e115cc-6e9b-4b96-a1a9-779ed51ad0a7|Type: DailyMed RefID: de336c75-566f-4083-a31b-842bad668b6e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de336c75-566f-4083-a31b-842bad668b6e|Type: DailyMed RefID: 9f069b9b-16e4-4f0e-b420-4aa02ffbb632 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f069b9b-16e4-4f0e-b420-4aa02ffbb632|Type: FDA RefID: ccfa6c87-7dce-4989-a52c-246ede3d9cf3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ccfa6c87-7dce-4989-a52c-246ede3d9cf3|Type: FDA RefID: 3490dd63-3fa0-43f9-be4c-5e481cceee7c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3490dd63-3fa0-43f9-be4c-5e481cceee7c|Type: FDA RefID: a9de67dc-0b90-ba6a-e053-2995a90a72c0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9de67dc-0b90-ba6a-e053-2995a90a72c0
CHEMBL1201187,CHEMBL1201187,MARAVIROC,Black Box Warning,hepatotoxicity,None,United States: None,None,None,EFO:0011052,Type: DailyMed RefID: 46f30ac5-c96b-429e-976d-8c5ee1c0761b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46f30ac5-c96b-429e-976d-8c5ee1c0761b|Type: FDA RefID: 09ec3e79-c0d3-4b8f-80d8-0a854c4ca339 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=09ec3e79-c0d3-4b8f-80d8-0a854c4ca339
CHEMBL957,CHEMBL957,BOSENTAN,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: aceac005-5c16-41bf-9a5f-35ed4b2c1096 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aceac005-5c16-41bf-9a5f-35ed4b2c1096|Type: DailyMed RefID: 167f6a5e-7dd6-b45a-3fe5-c1f28e81ce0a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=167f6a5e-7dd6-b45a-3fe5-c1f28e81ce0a
CHEMBL563,CHEMBL563,FLURBIPROFEN,Black Box Warning,gastrointestinal toxicity,None,United States: None,None,None,EFO:0011050,Type: DailyMed RefID: 6c6a0daa-de1b-5455-e053-2991aa0a4cf8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c6a0daa-de1b-5455-e053-2991aa0a4cf8|Type: DailyMed RefID: 86b915c9-9c00-46c2-8dd9-3e15a6b42323 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=86b915c9-9c00-46c2-8dd9-3e15a6b42323|Type: DailyMed RefID: 4e5c06f1-f279-4f2f-b10d-0f70005a27e6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e5c06f1-f279-4f2f-b10d-0f70005a27e6|Type: DailyMed RefID: a0e9620d-0951-44d7-af6c-9b642051bd74 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0e9620d-0951-44d7-af6c-9b642051bd74|Type: FDA RefID: c7911338-4071-f1d2-e053-2995a90a903d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c7911338-4071-f1d2-e053-2995a90a903d|Type: FDA RefID: 745337de-5378-4f1d-b457-d2f45f2df665 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=745337de-5378-4f1d-b457-d2f45f2df665
CHEMBL1908307,CHEMBL1908307,FLOSEQUINAN,Withdrawn,None,"adverse effects on survival, and that beneficial effects on the symptoms of heart failure did not last beyond the first 3 months of therapy; After the first 3 months of therapy, patients on the drug had a higher rate of hospitalization than patients taking a placebo","United States: 1993,United Kingdom: 1993",EFO:0020002,lack of efficacy,None,Type: USGPO RefID: FR-1998-10-08/html/98-26923.htm URL: https://www.govinfo.gov/content/pkg/FR-1998-10-08/html/98-26923.htm|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL3545252,CHEMBL92,DOCETAXEL ANHYDROUS,Black Box Warning,respiratory toxicity,None,United States: None,None,None,EFO:0011060,Type: DailyMed RefID: 9c298c90-c057-47d8-bfc2-6bc41f93278f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9c298c90-c057-47d8-bfc2-6bc41f93278f|Type: DailyMed RefID: a6417655-9448-4886-ba03-f57f36bcbd14 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6417655-9448-4886-ba03-f57f36bcbd14|Type: DailyMed RefID: c00998dd-f859-435b-925b-4335299eaab3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c00998dd-f859-435b-925b-4335299eaab3|Type: FDA RefID: 6b9999bb-869e-4d25-838c-23c3ab280044 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b9999bb-869e-4d25-838c-23c3ab280044
CHEMBL1742471,CHEMBL1742471,EBROTIDINE,Withdrawn,None,reports of serious liver dysfunction particularly on long-term treatment and when the drug was administered with anti-inflammatory agents and corticosteroids,"Peru: 1998,Spain: 1998",EFO:0009878,drug interaction,None,Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf
CHEMBL255044,CHEMBL255044,FLUPIRTINE,Withdrawn,hepatotoxicity,Risk of serious liver injury,European Union: 2018,EFO:0004228,drug-induced liver injury,EFO:0011052,Type: EMA RefID: news/withdrawal-pain-medicine-flupirtine-endorsed URL: https://www.ema.europa.eu/en/news/withdrawal-pain-medicine-flupirtine-endorsed|Type: EMA RefID: news/withdrawal-pain-medicine-flupirtine-endorsed URL: https://www.ema.europa.eu/en/news/withdrawal-pain-medicine-flupirtine-endorsed
CHEMBL3545252,CHEMBL92,DOCETAXEL ANHYDROUS,Black Box Warning,dermatological toxicity,None,United States: None,None,None,EFO:0011048,Type: DailyMed RefID: a6417655-9448-4886-ba03-f57f36bcbd14 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6417655-9448-4886-ba03-f57f36bcbd14|Type: DailyMed RefID: 9c298c90-c057-47d8-bfc2-6bc41f93278f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9c298c90-c057-47d8-bfc2-6bc41f93278f|Type: DailyMed RefID: c00998dd-f859-435b-925b-4335299eaab3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c00998dd-f859-435b-925b-4335299eaab3|Type: FDA RefID: 6b9999bb-869e-4d25-838c-23c3ab280044 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b9999bb-869e-4d25-838c-23c3ab280044
CHEMBL3039596,CHEMBL3039598,FOSINOPRIL,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: b3948f79-00bd-4119-a3ba-4414eced1534 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3948f79-00bd-4119-a3ba-4414eced1534|Type: DailyMed RefID: 736fe52f-69fb-48b2-b1c5-f06531878538 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=736fe52f-69fb-48b2-b1c5-f06531878538|Type: DailyMed RefID: 9ff203c2-b29b-4cdb-9bd3-2eac190dae5c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ff203c2-b29b-4cdb-9bd3-2eac190dae5c|Type: FDA RefID: b472fd01-b492-4399-967d-ddfd4bb98faa URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b472fd01-b492-4399-967d-ddfd4bb98faa|Type: FDA RefID: acb10557-4ce8-1f85-e053-2a95a90a1831 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=acb10557-4ce8-1f85-e053-2a95a90a1831|Type: FDA RefID: 07efdd18-956e-4aca-af46-cde86f44709c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07efdd18-956e-4aca-af46-cde86f44709c
CHEMBL64894,CHEMBL459265,HEXAMETHYL PARAROSANILINE,Withdrawn,carcinogenicity,"Reports of adverse reactions and toxicity such as buccal ulceration, stomatitis, kerato-conjunctivitis. Studies have shown methylrosanilinium chloride to be a carcinogen in mice and it has been labelled as a mutagen, a mitotic poison and a clastogen",Malaysia: 1998,EFO:0011046,carcinogenicity,EFO:0011046,Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3
CHEMBL2103827,CHEMBL2103827,DROXIDOPA,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 2179f02c-48d7-48eb-8007-5ae43d8d16bc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2179f02c-48d7-48eb-8007-5ae43d8d16bc|Type: FDA RefID: 9b8aef03-a3fe-4fd7-bcd8-7fcb308b3e74 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b8aef03-a3fe-4fd7-bcd8-7fcb308b3e74|Type: FDA RefID: d301c0df-0eb6-4acb-8534-f8dd53502d6d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d301c0df-0eb6-4acb-8534-f8dd53502d6d|Type: FDA RefID: 51ef3096-4622-4f45-a180-ab0dc6d46df9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51ef3096-4622-4f45-a180-ab0dc6d46df9
CHEMBL869,CHEMBL869,NITROFURAZONE,Withdrawn,carcinogenicity,mammary tumors in rats and ovarian tumors in mice,United States: 1991,EFO:0011046,carcinogenicity,EFO:0011046,Type: FDA RefID: importalert_31.html URL: https://www.accessdata.fda.gov/cms_ia/importalert_31.html
CHEMBL2107239,CHEMBL2107239,IOXITALAMIC ACID,Withdrawn,cardiotoxicity,"Severe adverse reactions including hypotension, arrhythmias, pulmonary oedema and renal disorders",Germany: 1998,EFO:0004269,cardiac arrhythmia,EFO:1001482,Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3
CHEMBL2108676,CHEMBL2108676,ELOSULFASE ALFA,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: 0caa2565-12b2-0ad0-1f9a-273e81c3d4cc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0caa2565-12b2-0ad0-1f9a-273e81c3d4cc
CHEMBL16073,CHEMBL16073,PHENACETIN,Withdrawn,hepatotoxicity,nephropathy; liver and kidney toxicity; carcinogenicity; haemolytic anaemia and methaemoglobinaemia ,"Romania: 1965,Bangladesh: 1965,Oman: 1965,Germany: 1965,Israel: 1965,United Arab Emirates: 1965,Ireland: 1965,Suriname: 1965,Thailand: 1965,United States: 1965,Nigeria: 1965,Finland: 1965,Greece: 1965,United Kingdom: 1965,Cyprus: 1965,Sweden: 1965,Yemen: 1965,Panama: 1965,Mauritius: 1965,Malaysia: 1965,India: 1965,Nepal: 1965,Austria: 1965,Rwanda: 1965,Philippines: 1965,Norway: 1965,Chile: 1965,Ethiopia: 1965,Brazil: 1965,Bahrain: 1965,Netherlands: 1965,Hong Kong: 1965,Denmark: 1965,New Zealand: 1965,Italy: 1965",EFO:0011052,hepatotoxicity,EFO:0011052,Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf
CHEMBL717,CHEMBL717,MEDROXYPROGESTERONE ACETATE,Black Box Warning,musculoskeletal toxicity,None,United States: None,None,None,EFO:0011055,Type: DailyMed RefID: 428481bb-b7cf-4d76-b57d-0d6bfa2b6ac3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=428481bb-b7cf-4d76-b57d-0d6bfa2b6ac3|Type: DailyMed RefID: 390087a6-f3c3-4f0b-a930-79acf412f153 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=390087a6-f3c3-4f0b-a930-79acf412f153|Type: DailyMed RefID: d1ea4098-6196-421f-b8e1-bcb31a061e04 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d1ea4098-6196-421f-b8e1-bcb31a061e04|Type: DailyMed RefID: d279981c-e9e4-4989-bafb-1e184a6d3dd2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d279981c-e9e4-4989-bafb-1e184a6d3dd2|Type: FDA RefID: 908573ce-d494-4f7f-95ae-6edbc4e4c5dc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=908573ce-d494-4f7f-95ae-6edbc4e4c5dc|Type: FDA RefID: 50a4a646-99be-4a0e-a8c0-e6fb364d6c67 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a4a646-99be-4a0e-a8c0-e6fb364d6c67|Type: FDA RefID: 0383ce6b-2137-4bf3-a00e-a116916250a6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0383ce6b-2137-4bf3-a00e-a116916250a6
CHEMBL2108676,CHEMBL2108676,ELOSULFASE ALFA,Black Box Warning,dermatological toxicity,None,United States: None,None,None,EFO:0011048,Type: DailyMed RefID: 0caa2565-12b2-0ad0-1f9a-273e81c3d4cc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0caa2565-12b2-0ad0-1f9a-273e81c3d4cc
CHEMBL1200850,CHEMBL182,GANCICLOVIR,Black Box Warning,hematological toxicity,None,United States: None,None,None,EFO:0011051,Type: DailyMed RefID: 69017374-ac20-4b8c-86c7-d35907046dce URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69017374-ac20-4b8c-86c7-d35907046dce|Type: DailyMed RefID: 87afd103-6e64-444f-971d-0e732e9ae995 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87afd103-6e64-444f-971d-0e732e9ae995|Type: DailyMed RefID: a0318acb-96ab-4750-8e6b-91c4bfc6487b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0318acb-96ab-4750-8e6b-91c4bfc6487b|Type: FDA RefID: 4f8219ca-6780-4131-8962-9c3fdd0a84dd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f8219ca-6780-4131-8962-9c3fdd0a84dd|Type: DailyMed RefID: 26361de8-39b5-4266-90f6-2b307940135d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26361de8-39b5-4266-90f6-2b307940135d
CHEMBL1204165,CHEMBL27193,DILEVALOL,Withdrawn,hepatotoxicity,Hepatotoxicity,United Kingdom: 1990,EFO:0011052,hepatotoxicity,EFO:0011052,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL3833393,CHEMBL3833393,EMICIZUMAB,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 2483adba-fab6-4d1b-96c5-c195577ed071 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2483adba-fab6-4d1b-96c5-c195577ed071
CHEMBL1201833,CHEMBL1201833,GOLIMUMAB,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,Type: DailyMed RefID: 9e260a47-55af-4c92-8d88-a86ccc767fff URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e260a47-55af-4c92-8d88-a86ccc767fff
CHEMBL3989676,CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,Withdrawn,hematological toxicity,Blood Dyscrasis; Steven Johnson Syndrome,"United Kingdom: 1984,Germany: 1984,France: 1984,United States: 1984",EFO:0005803,hematologic disease,EFO:0011051,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL135,CHEMBL135,ESTRADIOL,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,Type: DailyMed RefID: 87bb0e2f-9fa6-438b-9d5f-d0a90af770ed URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87bb0e2f-9fa6-438b-9d5f-d0a90af770ed|Type: DailyMed RefID: c8a2d29c-299c-4559-b859-87b303a4af81 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c8a2d29c-299c-4559-b859-87b303a4af81|Type: DailyMed RefID: ebd0b72e-ff16-4692-918f-eb5d1432729f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ebd0b72e-ff16-4692-918f-eb5d1432729f|Type: DailyMed RefID: f4efb0bf-b96f-4e20-a0f2-0806ab92b2d4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4efb0bf-b96f-4e20-a0f2-0806ab92b2d4|Type: DailyMed RefID: c4da6de7-9ab1-4fcf-88f3-fe785019e6e7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4da6de7-9ab1-4fcf-88f3-fe785019e6e7|Type: FDA RefID: 794394a7-1010-4faa-9026-cc8b15775f82 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=794394a7-1010-4faa-9026-cc8b15775f82|Type: FDA RefID: f64d8a2f-abbe-4eb3-8dd2-1b9bb792c772 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f64d8a2f-abbe-4eb3-8dd2-1b9bb792c772|Type: FDA RefID: bb7b442d-b8c3-b7f0-e053-2a95a90a2c94 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb7b442d-b8c3-b7f0-e053-2a95a90a2c94
CHEMBL2108448,CHEMBL2108448,HETASTARCH,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: d64f961a-3e1f-4b04-cf83-604474af2775 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d64f961a-3e1f-4b04-cf83-604474af2775|Type: DailyMed RefID: fc79700c-6c3b-4998-8307-4dc8c81c5041 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc79700c-6c3b-4998-8307-4dc8c81c5041
CHEMBL1201052,CHEMBL1088,MESORIDAZINE,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1200973,CHEMBL1200973,ESTRADIOL CYPIONATE,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,Type: DailyMed RefID: 9a4229fd-fecd-4ac1-9c4f-6d442533457f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a4229fd-fecd-4ac1-9c4f-6d442533457f
CHEMBL1334033,CHEMBL75880,PERHEXILINE,Withdrawn,hepatotoxicity,Neurologic and Hepatic Toxicities,"United Kingdom: 1985,Spain: 1985",EFO:0004228,drug-induced liver injury,EFO:0011052,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL1801800,CHEMBL1801800,METABROMSALAN,Withdrawn,dermatological toxicity,potent photosensitizer capable of causing disabling skin disorders,United States: 1975,EFO:1000753,phototoxic dermatitis,EFO:0011048,Type: USGPO RefID: FR-1998-10-08/html/98-26923.htm URL: https://www.govinfo.gov/content/pkg/FR-1998-10-08/html/98-26923.htm|Type: USGPO RefID: FR-1998-10-08/html/98-26923.htm URL: https://www.govinfo.gov/content/pkg/FR-1998-10-08/html/98-26923.htm
CHEMBL1201649,CHEMBL1201649,"ESTROGENS, CONJUGATED",Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL521,CHEMBL521,IBUPROFEN,Black Box Warning,gastrointestinal toxicity,None,United States: None,None,None,EFO:0011050,Type: DailyMed RefID: a2f34915-4898-3a6e-e053-2a95a90a56a8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a2f34915-4898-3a6e-e053-2a95a90a56a8|Type: DailyMed RefID: 95f98c31-72db-4324-9059-e601d24d0302 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=95f98c31-72db-4324-9059-e601d24d0302|Type: DailyMed RefID: 88771e2d-8cb5-1f44-e053-2a95a90a33ce URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88771e2d-8cb5-1f44-e053-2a95a90a33ce|Type: DailyMed RefID: f2a61c07-e9b7-4d18-acd5-d0ddbc5ce1b2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2a61c07-e9b7-4d18-acd5-d0ddbc5ce1b2|Type: FDA RefID: c5eaa3a9-5aa8-46b0-8cec-639bfb327475 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c5eaa3a9-5aa8-46b0-8cec-639bfb327475|Type: FDA RefID: a678514a-e7aa-4e04-8a89-0d83a38a5a0a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a678514a-e7aa-4e04-8a89-0d83a38a5a0a|Type: FDA RefID: 03b45386-a802-40b1-b820-0c48d6d9f8ba URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03b45386-a802-40b1-b820-0c48d6d9f8ba
